year,quarter,region,area,level_of_edu,value,unit,source
2563,Quarter 4,ภาคเหนือ,Total,Higher Education - Teacher Education Track,64.86,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,Other Education,71.32,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,Total,No Data,91.07,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,Total,63.93,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,No Education,50.2,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,Below Primary Education,54.55,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,Primary Education,70.92,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,Lower Secondary Education,54.06,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,Upper Secondary Education - General Track,66.1,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,64.01,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,Upper Secondary Education - Academic Track,61.76,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,Higher Education - Academic Track,79.96,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,Higher Education - Vocational Track,85.77,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,Higher Education - Teacher Education Track,59.64,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,Other Education,81.81,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,ในเขตเทศบาล,No Data,69.85,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,Total,66.32,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,No Education,50.95,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,Below Primary Education,55.87,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,Primary Education,79.38,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,Lower Secondary Education,61.1,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,Upper Secondary Education - General Track,76.06,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,71.15,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,0.0,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,Higher Education - Academic Track,84.11,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,Higher Education - Vocational Track,87.47,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,Higher Education - Teacher Education Track,69.75,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,Other Education,66.27,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคเหนือ,นอกเขตเทศบาล,No Data,100.0,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,Total,64.3,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,No Education,28.23,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,Below Primary Education,51.69,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,Primary Education,77.33,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,Lower Secondary Education,57.03,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,Upper Secondary Education - General Track,73.12,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,Upper Secondary Education - Vocational Track,56.88,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,Upper Secondary Education - Academic Track,74.16,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,Higher Education - Academic Track,83.72,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,Higher Education - Vocational Track,84.56,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,Higher Education - Teacher Education Track,70.04,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,Other Education,0.0,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,Total,No Data,58.97,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Total,62.24,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,No Education,27.04,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Below Primary Education,47.11,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Primary Education,75.15,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Lower Secondary Education,52.74,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - General Track,66.16,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,60.15,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - Academic Track,41.33,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Academic Track,83.94,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Vocational Track,88.61,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Teacher Education Track,60.38,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Other Education,0.0,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,No Data,75.51,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Total,65.15,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,No Education,28.6,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Below Primary Education,53.29,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Primary Education,78.11,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Lower Secondary Education,58.69,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Upper Secondary Education - General Track,76.43,Percentage,National Statistical Office of Thailand
2563,Quarter 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,55.12,Percentage,National Statistical Office of Thailand
